id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
7020637,Great Mission appartment with friendly cat,13872501,Birgit,,Mission,37.75369,-122.42261,Entire home/apt,150,1,38,7/28/2019,1.78,1,6
7022309,Sunny Queen in a restored Edwardian,9177164,Beth,,Haight Ashbury,37.77498,-122.44355,Private room,88,1,133,7/18/2019,2.72,4,6
7026287,Separate Entrance/Private Bathroom in Noe Valley!,36833202,Melissa & Nicole,,Noe Valley,37.74963,-122.42995,Private room,125,2,300,7/30/2019,6.27,1,74
7027139,☆BEACHSIDE/PARKSIDE LUXURY SUITE☆,34592529,Vee,,Outer Sunset,37.7638,-122.50732,Private room,190,3,33,7/13/2019,0.68,1,346
7028127,2000sqft 4BR Mission Victorian Flat,17536951,Rob,,Bernal Heights,37.74331,-122.41974,Entire home/apt,250,5,67,9/10/2017,1.58,4,0
7034114,Spacious and Sunny Noe Valley Gem!,8280568,Barbara,,Noe Valley,37.74736,-122.4249,Private room,95,3,53,6/22/2019,1.08,3,0
7035672,"BnB of Bianca: Private Studio, View, & Parking",36886391,Kyle,,Parkside,37.74236,-122.47229,Entire home/apt,179,2,96,1/29/2019,1.97,1,186
7038488,Our family home is your SF home base,36905321,Heather,,Inner Sunset,37.76463,-122.47456,Entire home/apt,240,6,8,11/25/2017,0.25,1,0
7054235,Sunset Remodeled Bedroom,7486078,Benjamin,,Outer Sunset,37.75853,-122.50506,Private room,99,3,94,6/23/2019,1.9,1,35
7065061,Bernal Heights Family Friendly Home,4668854,Cheryl,,Bernal Heights,37.74195,-122.41691,Entire home/apt,200,5,6,12/28/2018,0.14,1,0
7065335,Charming Family Crocker-Amazon Home,13743771,Katherine,,Crocker Amazon,37.71062,-122.43532,Entire home/apt,174,3,10,7/30/2019,0.76,1,4
7065694,San Francisco Beach House - Surf SF,2817625,Paul,,Parkside,37.73806,-122.50623,Entire home/apt,350,30,18,7/19/2019,0.39,1,282
7067087,Dorm Beds @ Social SF Hostel #11,22931450,Sarah & Friends,,North Beach,37.79926,-122.40476,Shared room,38,1,131,7/19/2019,2.64,25,101
7067681,Dorm Beds @ Social SF Hostel #10,22931450,Sarah & Friends,,North Beach,37.79845,-122.40478,Shared room,38,1,208,7/29/2019,4.21,25,87
7068804,Cheerful spot in Ingleside Terraces,3248180,Sally,,Ocean View,37.72677,-122.46832,Private room,53,2,175,8/3/2019,3.54,1,28
7072662,1Br with Queen in Alamo Sq,4186016,Nathan,,Western Addition,37.7752,-122.43765,Entire home/apt,132,90,6,8/17/2015,0.12,1,0
7093018,Cute part of the city near Bart,37176998,Chelsea,,Outer Mission,37.73048,-122.44176,Private room,50,30,2,8/30/2015,0.04,1,0
7111861,Marina Waterfront Villa on San Francisco Bay,13621935,Margie,,Marina,37.8055,-122.44802,Entire home/apt,1000,3,6,6/11/2019,0.12,1,119
7140740,"Quiet retreat + parking, great for longer visits",35167389,Skye,,Bayview,37.73512,NULL,Private room,129,3,4,6/24/2019,0.55,1,3
7146663,Studio Suite at The Donatello Hotel,37425993,David,,Downtown/Civic Center,37.78832,-122.40982,Entire home/apt,449,3,2,9/28/2018,0.06,1,3
7151287,"Spacious, Modern 3-BR Victorian",3186175,Chris,,Mission,37.7511,-122.4215,Entire home/apt,300,3,9,6/29/2018,0.19,1,216
7162627,Great Hayes Valley 1 BR (#5),3977854,Michael,,Western Addition,37.7769,-122.42613,Entire home/apt,120,30,13,5/31/2019,0.27,5,361
7178670,Beautiful Bedroom and Bath in Historic Victorian,6891075,Ryan,,Haight Ashbury,37.77561,-122.4409,Private room,239,1,294,8/3/2019,6.25,2,61
7180020,"Near Moscone Center, Privacy with Style - the SoMa Loft",37614518,Vera,,South of Market,37.77945,-122.40382,Entire home/apt,269,4,208,8/1/2019,4.23,1,48
7181279,Minimalist Studio Great for One Traveler,12114281,Kristin,,Bernal Heights,37.73379,-122.41556,Entire home/apt,125,2,175,7/25/2019,3.68,1,28
7181655,4BR House with Parking in the Castro,37624778,Eric,,Castro/Upper Market,37.7645,-122.43145,Entire home/apt,875,3,24,2/25/2017,0.49,1,8
7182761,Suite in Stunning Potrero Hill,17331617,Brendan,,Potrero Hill,37.75751,-122.39627,Private room,130,3,178,8/5/2019,3.71,1,326
7196412,Spacious Studio near Twin Peaks!,2612804,Clara,,West of Twin Peaks,37.74602,-122.4554,Private room,130,30,87,3/7/2019,1.77,1,178
7202063,Warehouse-Style Condominium on Mint Plaza,789091,Dustin,,South of Market,37.78407,-122.40707,Entire home/apt,249,30,32,7/27/2019,0.65,1,312
7204761,Large 2 BR Mission/Castro + nursery,1782044,Iris,,Castro/Upper Market,37.76527,-122.42997,Entire home/apt,320,3,17,3/6/2019,0.35,1,8
7217193,Colorful Garden Getaway in Mission Dolores,13639065,Stephanie,,Mission,37.76222,-122.42332,Entire home/apt,295,2,149,8/4/2019,3.13,1,13
7220035,Secret Street in the Center of the City,37797558,Mija,,Nob Hill,37.79429,-122.41557,Entire home/apt,140,2,95,7/13/2019,2.13,1,2
7222704,Charming SF 1911 Studio,30610362,Dennis,,Outer Richmond,37.78294,-122.48326,Entire home/apt,109,2,294,8/5/2019,5.98,1,120
7226841,Charming Private Room in PRIME SF location!,872803,Nadia,,Nob Hill,37.79287,-122.41609,Private room,116,2,184,7/31/2019,3.76,1,116
7227605,Prime Pacific Heights Three Bedroom,9909723,Jim,,Pacific Heights,37.79255,-122.44273,Entire home/apt,750,30,25,11/26/2017,0.52,1,365
7227859,KING Room- Victorian Home,37842000,Sophia,,Western Addition,37.78611,-122.44019,Private room,119,30,155,5/5/2019,3.21,7,341
7227910,3600 sqft view home - 500 Square foot terrace,32169668,Kimberly,,Pacific Heights,37.79074,-122.42505,Entire home/apt,975,5,18,8/18/2017,0.37,1,0
7228563,Modern Large House with Bay Views close to UCSF,480061,Mike,,Inner Sunset,37.75329,-122.4686,Entire home/apt,400,7,9,8/4/2018,0.24,1,0
7247351,One room cottage tucked away in SF,37950014,Shauna,,Outer Mission,37.73214,-122.43068,Entire home/apt,125,2,157,7/30/2019,3.62,1,144
7247746,2 Twin Beds End of Hallway Room#2,37952450,Maite & Roger,,Outer Sunset,37.76258,-122.50822,Private room,95,2,90,8/2/2019,1.85,5,135
7259606,Single Twin Bed Private Room #3,37952450,Maite & Roger,,Outer Sunset,37.76087,-122.50591,Private room,60,2,52,7/1/2019,1.07,5,111
7259880,2 Twin Beds Near Yard Access Room #1,37952450,\,,Outer Sunset,37.76203,-122.50759,Private room,75,2,89,7/29/2019,1.82,5,135
7275084,Guest room & bath in Castro home,4811527,Meredith,,Castro/Upper Market,37.76074,-122.44359,Private room,115,2,169,7/19/2019,3.57,1,65
7281346,Charming single family home in SF,3572427,Alexis,,Excelsior,37.71904,-122.43537,Entire home/apt,300,4,42,12/31/2018,0.87,2,7
7290262,Lower Haight Victorian Rooms,2929255,Trevor,,Western Addition,37.76997,-122.42977,Private room,95,2,218,7/24/2019,4.46,2,288
7302136,"Spacious Apt, Quiet Neighborhood, Sunset View",38249439,Janet,,Haight Ashbury,37.76516,-122.44658,Entire home/apt,99,7,13,7/7/2019,0.27,1,4
7309811,Loft tucked away in the heart of SF,601627,Erik,,Western Addition,37.77131,-122.42524,Entire home/apt,280,2,8,4/21/2019,0.16,1,0
7309852,Lovely and Well-Located 2BD Apt.,14950298,Maria,,Outer Sunset,37.76404,-122.47942,Entire home/apt,179,3,128,7/27/2019,2.66,2,210
7323097,Hudson on the Hill 2,127367,Annette,,Bayview,37.73841,-122.38636,Entire home/apt,120,30,3,4/21/2016,0.06,18,363
7327920,Contemporary Apartment in Potrero Hill,29638077,Katie,,Potrero Hill,37.75308,-122.40149,Entire home/apt,238,3,270,8/1/2019,5.68,1,189
7329639,Old Charm Big House,37842000,Sophia,,Western Addition,37.78604,-122.43887,Private room,92,30,158,7/18/2019,3.27,7,339
7329782,Cozy Queen - Long Term,37842000,Sophia,,Western Addition,37.78593,-122.43885,Private room,87,30,173,7/21/2019,3.58,7,349
7329845,Little room BIG heart,37842000,Sophia,,Western Addition,37.78585,-122.44034,Private room,82,30,148,7/13/2019,3.07,7,225
7331464,2br-1ba private guest-suite in Noe Valley,32687481,Susan,,Noe Valley,37.74898,-122.43125,Entire home/apt,250,2,166,7/23/2019,5.71,1,277
7340055,Sunny queen-sized bedroom w patio,2436725,Jeff,,Castro/Upper Market,37.76102,-122.43249,Private room,200,3,8,5/10/2019,0.16,2,216
7341076,The Bloomsbury Room,4249288,Annria,,Excelsior,37.72683,-122.42962,Private room,70,2,88,8/1/2019,1.81,3,354
7342996,Mission/Noe Valley Painted Lady/Katz House Rm 1of3,7212456,Jack & Christina,,Mission,37.75123,-122.42367,Private room,210,4,43,6/28/2019,0.91,3,358
7343245,Elegant Victorian Italianate House in Pacific Heights,5694640,Susan,,Western Addition,37.78689,-122.43889,Entire home/apt,900,3,86,7/22/2019,1.76,1,189
7343277,Dorm Beds @ Social SF Hostel,22931450,Sarah & Friends,,North Beach,37.79909,-122.40631,Shared room,38,1,117,7/29/2019,2.64,25,99
7344289,The Garden oasis by Golden Gate Park,1656069,Rita & Nathan,,Inner Richmond,37.78118,-122.46633,Entire home/apt,400,1,196,7/31/2019,4,2,10
7345170,Mission/Noe Valley Painted Lady/Katz House Rm 2of3,7212456,Jack & Christina,,Mission,37.75035,-122.42458,Private room,210,4,37,6/9/2019,0.78,3,351
7345468,"Brand New, Modern In-Law Unit in SF",58316,Katie,,Bernal Heights,37.7331,-122.43261,Entire home/apt,220,3,23,9/25/2018,0.6,1,21
7348398,Unique Castro Neighborhood Rental,38498758,Michael,,Castro/Upper Market,37.75698,-122.43951,Private room,125,2,250,7/28/2019,5.12,1,308
7360699,Charming Home with Stunning Views,38565806,Jeanette,,Potrero Hill,37.75843,-122.40112,Entire home/apt,140,30,85,1/12/2019,1.86,1,175
7369364,San Francisco Living,37842000,Sophia,,Western Addition,37.78811,-122.43839,Private room,92,30,152,7/8/2019,3.17,7,349
7369846,2BD/1.5 BA  lovely house in Noe for 5 w/ big yard,16347616,Barri,,Noe Valley,37.75193,-122.43656,Entire home/apt,180,30,102,12/6/2018,2.09,1,365
7386838,LUXURY HUGE LOFT HOME W/VIEWS POTRO/DOGPTCH,26325096,Grace,,Potrero Hill,37.75915,-122.39549,Entire home/apt,750,2,54,7/13/2019,1.1,1,32
7389541,Ocean Beach & Golden Gate Park,1995465,Michelle,,Outer Sunset,37.75944,-122.50335,Entire home/apt,250,2,119,7/30/2019,2.44,1,333
7393518,"Bright Modern Loft near Flower Mart, SoMa",37191616,Diego,,South of Market,37.77512,-122.40244,Entire home/apt,189,30,11,1/22/2019,0.22,1,10
7402986,Sunny Corner House with Bay view,38790328,Pauline,,Bernal Heights,37.73841,-122.41286,Entire home/apt,275,2,13,10/15/2018,0.28,1,22
7404181,Gorgeous 3BR steps to Dolores Park,8948973,Sakina & Naveen,,Mission,37.76021,-122.4255,Entire home/apt,475,30,61,4/30/2019,1.24,1,346
7421008,Nopa Oasis,33686673,Fiona,,Western Addition,37.77666,-122.44309,Entire home/apt,170,30,126,2/11/2019,2.59,1,355
7437925,Lower Haight/Nopa Appointed Condo  Parking+Hot Tub,4435448,Carl,,Western Addition,37.77115,-122.43679,Private room,125,30,149,2/1/2019,3.05,4,306
7439398,Modern luxury in the center of SF!,38972330,Jessica & Tom,,South of Market,37.77534,-122.41769,Entire home/apt,339,30,22,2/1/2018,0.45,1,89
7459197,Stylish Ashbury Heights Home with Stunning Views,30474972,Dana,,Haight Ashbury,37.76484,-122.44526,Private room,565,2,4,6/10/2019,1.19,2,7
7459988,2BR Portside - Available August 3rd,1188065,Good Life Resorts,,South of Market,37.78836,-122.39059,Entire home/apt,193,30,7,10/19/2018,0.24,1,239
7478631,Most Cheerful in Cole Valley for Long Term Stays,38787416,Hadar,,Haight Ashbury,37.76211,-122.45202,Entire home/apt,100,30,326,7/1/2019,6.82,1,228
7483031,"Cozy 2BR Apt w/Parking-Excelsior, S.F.",39190942,Jean And Alfredo,,Excelsior,37.72257,-122.43297,Entire home/apt,148,3,185,7/28/2019,3.82,1,235
7493513,Modern Apt in Sunny Village in SF,24157036,Angela,,Bernal Heights,37.73997,-122.41285,Entire home/apt,218,30,2,11/25/2015,0.04,24,284
7493861,Great San Francisco Victorian,24157036,Angela,,Pacific Heights,37.79425,-122.42816,Entire home/apt,232,30,8,6/18/2019,0.49,24,262
7499793,Comfortable Garden Bernal Suite,16505203,Daniel,,Bernal Heights,37.7418,-122.41674,Private room,130,2,5,4/18/2017,0.15,1,0
7514742,Beautiful Charming Garden Hideaway,39370274,John,,Bayview,37.73192,-122.38821,Private room,114,2,217,7/31/2019,4.49,1,276
7544803,"Charming, cozy house in Bernal!",4416304,Leslie,,Bernal Heights,37.73783,-122.41342,Entire home/apt,400,3,12,8/1/2018,0.33,1,11
7547105,"SF Garden Studio ""A"" w/ensuite bathroom",39547914,Diana,,Marina,37.80166,-122.44621,Entire home/apt,128,3,154,7/22/2019,3.16,1,76
7548762,The Bartlett QUEEN,17042045,The Bartlett,,Downtown/Civic Center,37.78541,-122.40846,Private room,110,1,86,5/9/2019,1.84,26,3
7549488,HUGE Comfy Condo w/ Stunning Views,14818517,Aliah,,Potrero Hill,37.76024,-122.39899,Entire home/apt,475,2,34,6/25/2019,0.91,2,31
7558236,Bright Luxurious Home with Back Yard and  Private Parking,194540,Ed,,Mission,37.7608,-122.41916,Entire home/apt,1025,3,68,6/20/2019,1.45,1,177
7562249,1BR Modern Oasis in NOPA Victorian,33592967,Katherine,,Haight Ashbury,37.7765,-122.43946,Entire home/apt,185,30,66,6/16/2019,1.37,1,310
7562547,Quiet Marina Guest Suite + Yard & Parking,5038756,Jodi,,Marina,37.80332,-122.43982,Entire home/apt,375,2,16,3/7/2019,0.33,1,241
7564371,Bright 2BR Flat in Russian Hill,39658961,Miranda,,Russian Hill,37.79703,-122.41861,Entire home/apt,300,3,19,6/10/2019,0.4,1,16
7596529,"Modern Oasis, Heart of the Mission",9233155,Jonathan,,Mission,37.75124,-122.41046,Entire home/apt,595,3,46,7/29/2019,0.99,1,31
7612118,Pacific Heights Chic Grand Studio Top Floor with Balcony,20169016,Springer,,Pacific Heights,37.78894,-122.44555,Entire home/apt,262,3,46,7/28/2019,3.12,5,249
7618833,"San Francisco Top Flat With Views, Garage",39954724,Monique,,Castro/Upper Market,37.76106,-122.44478,Entire home/apt,160,30,9,5/28/2019,0.19,1,219
7637145,"printf("" i ❤ SOMA HACKER "")",39989352,Jonathan,,South of Market,37.78246,-122.40024,Shared room,37,30,37,5/17/2017,0.78,2,360
7663003,"Separate entrance, private room and bath",3949876,Kerry,,South of Market,37.77806,-122.39914,Private room,120,1,194,7/31/2019,3.99,1,6
7665362,Stunning loft! Walk everywhere!,5452140,Jesse,,South of Market,37.77682,-122.41465,Entire home/apt,700,2,20,5/27/2019,0.47,1,0
7666482,Zen Living 2bd/2ba in NOPA,12417372,Paul,,Haight Ashbury,37.77368,-122.44564,Entire home/apt,145,31,4,12/18/2015,0.08,1,0
7672772,Victorian MANSION,37842000,Sophia,,Western Addition,37.78799,-122.43976,Entire home/apt,1500,30,2,3/23/2017,0.06,7,364
7676566,"Sunny, Modern House with Great Views",28311107,Greg,,Potrero Hill,37.76134,-122.40268,Entire home/apt,599,2,24,9/29/2018,0.51,1,9
7680348,Private Room in Sunny Flat.,26001610,Alexis,,Castro/Upper Market,37.7671,-122.4325,Private room,199,2,37,6/8/2019,0.79,2,71
7681228,Financial district walk everywhere!,3843940,Jacob,,Financial District,37.79565,-122.3994,Entire home/apt,150,31,9,6/30/2019,0.2,8,357
7689528,Gorgeous Marina Condo Steps to Golden Gate Views!,4037393,Cindi,,Marina,37.80185,-122.44081,Private room,188,2,47,8/2/2019,0.98,2,318
7695697,"Private entrance, bed, bath, 1 block to UCSF MB",40418856,Suraj,,Potrero Hill,37.76262,-122.38982,Private room,65,30,10,4/27/2019,0.33,1,125
7696468,Luxury condo at Fisherman's Wharf,23968721,Assia,,Russian Hill,37.80643,-122.41988,Private room,225,3,6,7/22/2018,0.15,1,0
7697503,Wonderful Kingsize bed. 2 minutes to transport,26653102,Dayne,,Parkside,37.74365,-122.47642,Private room,80,1,98,7/29/2019,2.03,5,3
7699276,2 PRIVATE ROOMS & BATH IN HUGE FLAT,40419188,Matthew,,Castro/Upper Market,37.7617,-122.43923,Private room,175,2,3,10/21/2018,0.28,2,85
7699710,Spacious house in a great walkable neighborhood!,19655055,David,,Bernal Heights,37.73957,-122.41425,Entire home/apt,450,3,4,7/23/2017,0.08,1,0
7701360,"Modern, Luxury San Francisco Escape",22098219,Jess,,Outer Mission,37.73529,-122.44081,Entire home/apt,995,3,34,7/22/2018,0.73,1,19
7715542,Cozy Studio Guest Suite,40534191,Michael,,Russian Hill,37.80353,-122.4223,Private room,170,1,292,7/31/2019,6.14,1,209
7715861,Ritz-Carlton Club San Francisco 2BR,30857973,Travel En,,Financial District,37.78931,-122.40231,Entire home/apt,1300,1,2,2/14/2019,0.05,4,190
7718075,"Big, sunny room in 5-bd Lower Haight Victorian",8223604,Christa,,Western Addition,37.77202,-122.43204,Private room,110,2,9,7/15/2019,0.19,1,0
7726184,Lovely 2 Bedroom,4097204,William,,Inner Richmond,37.7796,-122.47004,,275,2,16,10/23/2016,0.33,1,0
7729217,Modern (Two Beds & Private Bath),40614994,Glenn,,Twin Peaks,37.75737,-122.44295,Private room,170,1,212,7/24/2019,4.36,1,14
7764531,Clean and Central Classic in Duboce (2BR + Office),4202870,Jinsoo,,Castro/Upper Market,37.76879,-122.43158,Entire home/apt,397,1,16,7/11/2019,0.43,3,73
7785565,Studio in downtown,40968695,Devanshi,,Downtown/Civic Center,37.78843,-122.4128,Entire home/apt,60,1,0,,,1,0
7785897,Sunnyside Bayview Heights Suite,40970701,Karla,,Bayview,37.72241,-122.39829,Entire home/apt,95,1,37,7/26/2019,5.09,1,50
7788844,Beautifully remodeled 3 bedrooms in SF!,8880019,Gil,,Bayview,37.73132,-122.39138,Entire home/apt,115,2,230,7/30/2019,4.87,1,106
7805578,Chic House & Garden in the Mission,92930,Windy,,Mission,37.75674,-122.41109,Entire home/apt,299,5,7,7/12/2019,0.15,1,0
7808104,"Quiet Mission 2br flat, close to nightlife & BART",41102404,Nat,,Mission,37.76191,-122.42345,Entire home/apt,220,3,24,7/7/2019,0.79,1,6
7810254,"Spacious, Cozy, and Private Top Floor Apartment",4184115,Jeff,,Bernal Heights,37.74095,-122.42124,Entire home/apt,320,3,9,4/23/2018,0.19,1,0
7823272,Spacious studio near Ocean Beach,41190422,Fiona,,Outer Richmond,37.77615,-122.50717,Entire home/apt,145,2,123,8/3/2019,2.54,1,4
7825894,Studio with beautiful garden,33688991,Holly,,Russian Hill,37.7977,-122.42117,Entire home/apt,80,30,92,6/15/2019,1.9,2,73
7840831,jackson terrace,41309382,Sarah,,Pacific Heights,37.79363,-122.44169,Entire home/apt,550,3,84,5/22/2019,1.78,1,326
7841744,"Elegant condo near parks, museums",5717060,Suzanne,,Inner Richmond,37.78295,-122.47385,Entire home/apt,265,3,103,7/7/2019,2.18,1,320
7842771,"Sunny, Russian Hill Flat",33688991,Holly,,Russian Hill,37.79815,-122.42017,Entire home/apt,217,30,10,11/25/2017,0.21,2,70
7844031,Designer Condominium Close to Duboce Triangle,9434150,Barry,,Western Addition,37.77128,-122.42841,Entire home/apt,260,30,78,3/27/2018,1.65,1,365
7853803,The Perfect Spot for SF,2930339,Kara,,Castro/Upper Market,37.76766,-122.42669,Entire home/apt,450,3,5,11/11/2017,0.11,1,0
7854509,1887 Victorian for you to Enjoy,41390152,Penny,,Bernal Heights,37.74278,-122.4196,Entire home/apt,175,3,29,6/27/2019,0.62,1,14
7856443,The Real San Francisco #2,6076870,Todd And Tatyana,,Seacliff,37.78228,-122.49278,Entire home/apt,400,2,70,7/31/2019,1.78,2,0
7857502,Gorgeous Victorian in the Heart of the City,272176,Elisa,,Castro/Upper Market,37.76525,-122.43316,Entire home/apt,350,2,12,11/26/2017,0.49,3,0
7859448,"City Views, Potrero Hill 2  Bdrm Newly Remodeled",4899936,Veronica,,Potrero Hill,37.76224,-122.39674,Private room,180,30,2,4/7/2018,0.05,1,217
7867825,Private rv parked on Potrero Hill.,40214811,Charbel,,Potrero Hill,37.76519,-122.40375,Entire home/apt,50,31,24,9/5/2015,0.5,2,154
7870535,Luxury Flat in Marina District,41480463,Candice,,Marina,37.80225,-122.44212,Entire home/apt,245,30,17,2/11/2019,0.35,1,60
7873804,Private Room in Mission District,6327082,Joanne,,Mission,37.76721,-122.41712,Private room,400,4,44,5/31/2019,0.93,2,276
7884875,"2BD/2BA Market St Retreat, Castro w/ SF City Views",23071835,Jason,,Twin Peaks,37.75777,-122.44346,Entire home/apt,400,3,34,7/7/2019,0.78,3,255
7886634,Blissful Studio in Heart of Castro,6291362,Becca,,Castro/Upper Market,37.7593,-122.43895,Entire home/apt,125,3,119,7/30/2019,3.06,1,137
7896925,Charming Condo with Garden Patio,271932,Elaina,,Mission,37.75667,-122.41053,Entire home/apt,400,4,11,7/3/2019,0.23,1,0
7897391,Downtown SF Timeshare/Hotel Studio,6346492,Dana,,Downtown/Civic Center,37.78738,-122.40983,Private room,180,2,17,10/8/2016,0.36,29,0
7899085,private Potrero Hill apartment,41649493,Robert & Martha,,Potrero Hill,37.76065,-122.40146,Entire home/apt,140,2,30,6/6/2018,0.93,1,0
7901865,Spacious Cole Valley family home,41665252,Hayley,,Haight Ashbury,37.76488,-122.44805,Entire home/apt,475,7,3,8/13/2018,0.08,1,186
7902505,Your Private Space in Potrero Hill,4894789,Sarah,,Potrero Hill,37.75531,-122.39975,Entire home/apt,150,3,115,6/23/2019,2.46,2,136
7902889,Couch in sunny Soma Loft,4261846,Michael,,South of Market,37.78594,-122.39409,Shared room,90,30,147,5/11/2019,3.1,1,354
7903768,May-July 1BD in Dwntown nr shuttle,26044858,Rohit,,South of Market,37.77698,-122.41384,Private room,100,60,2,1/5/2016,0.05,1,0
7921739,"Luxury 1 Bed Apt, Marina/GGB Views",7408876,Corin,,Marina,37.80528,-122.44026,Entire home/apt,329,5,36,7/19/2019,0.76,2,33
7922690,Spacious Room in Luxury Home,11886896,Emanuel,,Visitacion Valley,37.71143,-122.40057,Private room,100,2,240,6/22/2019,5.01,4,146
7930461,Modern suite with private entrance & bathroom,900661,Justine,,West of Twin Peaks,NULL,-122.4635,Private room,109,2,181,7/18/2019,3.77,1,23
7930685,Elle Decor Featured Row House,1518689,Kurt & Abby,,Nob Hill,37.79466,-122.41152,Entire home/apt,250,3,37,7/8/2019,0.89,1,8
7931074,Sunny Private One Bedroom Unit,21235706,Stephanie & Tom,,Mission,37.75076,-122.41797,Entire home/apt,185,30,38,3/19/2019,0.79,2,115
7933407,2 BR Upper Level Flat in the Mission!,25133816,Avram,,Mission,37.76462,-122.40675,Entire home/apt,225,2,78,7/15/2019,1.66,1,0
7933558,UPSCALE MODERN PRIVATE ROOM IN PENTHOUSE MID,29381909,Solomon,,Western Addition,37.78443,-122.44355,Private room,49,30,106,6/9/2019,2.22,3,49
7933807,Like New 2 BR/2 private Bath/Free parking/Netflix,33948993,Paul,,Outer Sunset,37.74758,-122.4907,Private room,200,2,109,6/4/2019,2.49,3,274
7939511,Spacious guestroom w/ en suite,41870905,Jaime,,Bernal Heights,37.74576,-122.41543,Private room,95,3,112,7/23/2019,2.34,1,295
7949624,SAN FRANCISCO PARADISE W/EASY  FREE PARKING,41921646,Rania,,Potrero Hill,37.75526,-122.39827,Private room,147,1,286,7/29/2019,6,2,160
7949668,"WELCOME TO YOUR HOME AWAY FROM HOME,FREE PARKING",41921646,Rania,,Potrero Hill,37.75512,-122.40041,Private room,149,1,260,6/11/2019,5.46,2,342
7950946,Private/Secure Home for Rent,16595319,Ryan,,Outer Sunset,37.76351,-122.49791,Entire home/apt,350,2,13,8/12/2018,0.36,2,339
7958214,Downtown Spacious Hotel/TS Studio,6346492,Dana,,Downtown/Civic Center,37.78664,-122.40943,Private room,180,2,12,10/27/2016,0.25,29,0
7958278,Downtown SF Large Hotel/TS Studio,6346492,Dana,,Downtown/Civic Center,37.78836,-122.41063,Private room,180,2,7,10/11/2016,0.19,29,0
7958316,Downtown Timeshare/Hotel Studio USq,6346492,Dana,,Downtown/Civic Center,37.7877,-122.40991,Private room,180,2,6,9/2/2016,0.13,29,0
7958349,Downtown Top U. Sq. Hotel/TS Studio,6346492,Dana,,Downtown/Civic Center,37.78846,-122.40959,Private room,180,2,9,10/8/2016,0.2,29,0
7968598,Bright and Sunny Top Floor Flat,26001610,Alexis,,Castro/Upper Market,37.76684,-122.43435,Entire home/apt,220,3,8,8/2/2019,0.17,2,48
7968749,North Beach/Telegraph Hill Gem! - ROOF DECK/VIEWS!,37731842,David,,North Beach,37.80332,-122.40782,Entire home/apt,640,3,42,6/24/2019,1.59,1,33
7972067,Beautiful Backyard w-BBQ ⭐️ W/D ⭐️ Parking ⭐️ HBO,8290313,Kim + Rob,,Western Addition,37.78056,-122.44744,Entire home/apt,155,2,149,7/30/2019,3.13,1,299
7973781,Classic San Francisco Victorian,42080752,Carl,,Bernal Heights,37.7459,-122.42015,Entire home/apt,255,30,58,9/21/2018,1.23,1,0
7975011,Penthouse Master w/ private bath,29381909,Solomon,,Western Addition,37.78457,-122.44501,Private room,69,30,1,6/30/2019,0.79,3,328
7982082,"Gorgeous SF home, spectacular downtown views",4033641,Christina,,Noe Valley,37.74697,-122.43817,Entire home/apt,450,3,41,8/4/2019,0.87,2,334
7983070,Spacious & Sunny 5BR/2.5BA Home,16688525,Amy& Michael,,Presidio Heights,37.78267,-122.45309,Entire home/apt,700,31,48,5/27/2018,1.06,1,257
7989636,Top floor - Private bath & free parking,5471226,Lindy,,Nob Hill,37.79617,-122.41236,Private room,140,3,301,7/6/2019,6.26,1,64
7998215,Relax in a Historic House Located in the Heart of the Mission District,21235706,Stephanie & Tom,,Mission,37.75054,-122.41656,Private room,173,1,111,3/26/2019,2.31,2,53
8005452,Noe Valley 2 BR top floor Victorian,42265555,Eugene,,Noe Valley,37.75114,-122.43233,Entire home/apt,165,30,46,6/28/2019,0.98,1,361
8018902,Fully furnished private room,810374,Georgy,,Outer Sunset,37.74666,-122.50256,Private room,70,30,51,11/27/2018,1.08,1,32
8030646,Quiet Private Suite with Backyard in Modern Mission Home,7231087,Graham,,Mission,37.75032,-122.41668,Private room,99,1,247,7/21/2019,5.25,3,264
8033268,Downtown Union Sq TS/Hotel Studio,6346492,Dana,,Downtown/Civic Center,37.78846,-122.41054,,180,2,5,10/8/2016,0.11,29,0
8033975,Downtown SF Hotel/TS Union Square,6346492,Dana,,Downtown/Civic Center,37.78749,-122.40949,Private room,180,2,2,8/24/2016,0.04,29,0
8041262,Super Castro location w/ stunning City views!,40413092,Eric,,Castro/Upper Market,37.75927,-122.43158,Entire home/apt,495,3,10,6/29/2019,0.25,1,3
8048653,Master Room in Luxury Apartment,11886896,Emanuel,,Visitacion Valley,37.71299,-122.40017,Private room,120,2,165,7/18/2019,3.46,4,135
8049455,STUDIO POTRERO,4525487,Colleen,,Potrero Hill,37.75909,-122.40056,Entire home/apt,175,1,123,6/30/2019,2.59,1,108
8051735,Beautiful 3BR Ocean Beach Home,117610,Angeline,,Outer Sunset,37.75284,-122.50436,Entire home/apt,162,30,22,9/5/2018,0.46,5,262
8053481,"Spacious, sunny, 3 bdrm/3 bath home nr Valencia St",14419919,David & Barbara,,Mission,37.75417,-122.42153,Entire home/apt,275,3,37,7/31/2019,0.79,1,57
